report_date,ticker,fiscal_quarter,fiscal_quarter_end,roe,gross_margin,fcf_yield,debt_to_assets,pe,pb,ev_ebitda,earnings_yield
2016-11-04,NEE,2016Q3,2016-09-30,0.1038,0.4091,0.015,0.6391,32.69,3.4,18.12,0.0306
2016-11-04,NVDA,2016Q3,2016-09-30,0.3445,0.6233,0.016,0.21,56.41,12.57,29.33,0.0177
2016-11-04,PG,2016Q3,2016-09-30,0.2437,0.4998,0.051,0.5266,19.98,6.23,17.65,0.0501
2016-11-04,PLD,2016Q3,2016-09-30,0.0611,0.7733,0.031,0.3977,50.62,3.08,26.09,0.0198
2016-11-04,UNH,2016Q3,2016-09-30,0.2227,0.2539,0.0497,0.3625,17.3,4.26,12.79,0.0578
2016-11-04,UPS,2016Q3,2016-09-30,0.5931,0.2397,0.0583,0.728,17.13,33.78,13.51,0.0584
2016-11-04,V,2016Q3,2016-09-30,0.3326,0.7656,0.0444,0.4141,20.62,12.42,30.36,0.0485
2016-11-04,WMT,2016Q3,2016-09-30,0.2239,0.2031,0.0362,0.5661,25.28,6.07,17.01,0.0396
2016-11-04,XOM,2016Q3,2016-09-30,0.0838,0.3529,0.0364,0.4398,15.65,1.94,12.13,0.0639
2016-11-04,ZQAI,2016Q3,2016-09-30,0.0981,0.2248,0.017,0.5631,19.41,1.67,12.09,0.0515
2016-11-04,ZQLH,2016Q3,2016-09-30,0.1001,0.5569,0.0301,0.3503,25.71,4.04,19.19,0.0389
2016-11-04,ZQPT,2016Q3,2016-09-30,0.0463,0.408,0.0134,0.3169,57.2,2.48,24.76,0.0175
2017-02-04,AAPL,2016Q4,2016-12-31,0.459,0.4211,0.0574,0.3421,19.73,12.8,17.07,0.0507
2017-02-04,AMT,2016Q4,2016-12-31,0.2049,0.712,0.0307,0.8098,42.95,12.28,24.55,0.0233
2017-02-04,AMZN,2016Q4,2016-12-31,0.1143,0.3822,0.0288,0.5354,63.68,14.92,37.31,0.0157
2017-02-04,APD,2016Q4,2016-12-31,0.1876,0.3223,0.0516,0.4807,23.72,4.83,18.1,0.0422
2017-02-04,BAC,2016Q4,2016-12-31,0.1103,0.5402,0.0253,0.8724,13.08,1.14,12.36,0.0764
2017-02-04,CAT,2016Q4,2016-12-31,0.3364,0.3395,0.0561,0.6697,14.6,5.31,9.74,0.0685
2017-02-04,CVX,2016Q4,2016-12-31,0.091,0.3297,0.0351,0.4265,16.93,1.79,13.11,0.0591
2017-02-04,DUK,2016Q4,2016-12-31,0.0906,0.3316,0.0219,0.7408,20.77,1.74,14.15,0.0482
2017-02-04,ECL,2016Q4,2016-12-31,0.1644,0.4158,0.0535,0.4796,27.63,7.76,19.95,0.0362
2017-02-04,GOOGL,2016Q4,2016-12-31,0.2228,0.5546,0.0408,0.05,21.31,8.21,26.26,0.0469
2017-02-04,HD,2016Q4,2016-12-31,0.4432,0.345,0.0657,0.6454,21.58,126.19,20.19,0.0463
2017-02-04,HON,2016Q4,2016-12-31,0.2047,0.3086,0.0519,0.558,20.51,9.01,16.89,0.0488
2017-02-04,JNJ,2016Q4,2016-12-31,0.2651,0.6307,0.054,0.3639,19.31,6.81,15.9,0.0518
2017-02-04,JPM,2016Q4,2016-12-31,0.1451,0.5626,0.0408,0.8894,12.22,1.99,15.89,0.0818
2017-02-04,KO,2016Q4,2016-12-31,0.4077,0.63,0.0504,0.6868,20.84,8.45,16.91,0.048
2017-02-04,LIN,2016Q4,2016-12-31,0.1486,0.4354,0.0435,0.3642,19.83,2.77,14.8,0.0504
2017-02-04,META,2016Q4,2016-12-31,0.2245,0.8112,0.0464,0.095,17.27,7.99,18.64,0.0579
2017-02-04,MSFT,2016Q4,2016-12-31,0.4023,0.6688,0.0365,0.2914,18.07,7.92,17.82,0.0554
2017-02-04,NEE,2016Q4,2016-12-31,0.114,0.3887,0.0134,0.6242,31.91,3.52,18.77,0.0313
2017-02-04,NVDA,2016Q4,2016-12-31,0.3766,0.6153,0.0307,0.175,35.6,13.42,31.32,0.0281
2017-02-04,PG,2016Q4,2016-12-31,0.2377,0.5116,0.0444,0.5375,23.47,6.16,17.46,0.0426
2017-02-04,PLD,2016Q4,2016-12-31,0.0744,0.7726,0.0288,0.4081,38.35,3.08,26.07,0.0261
2017-02-04,UNH,2016Q4,2016-12-31,0.218,0.2282,0.0543,0.4052,17.95,4.1,12.31,0.0557
2017-02-04,UPS,2016Q4,2016-12-31,0.5368,0.1896,0.0646,0.6701,18.64,36.49,14.6,0.0536
2017-02-04,V,2016Q4,2016-12-31,0.3158,0.7775,0.045,0.4087,27.02,12.3,30.06,0.037
2017-02-04,WMT,2016Q4,2016-12-31,0.2194,0.2713,0.0348,0.5775,22.5,6.11,17.12,0.0444
2017-02-04,XOM,2016Q4,2016-12-31,0.1223,0.3225,0.038,0.4705,12.63,1.96,12.27,0.0791
2017-02-04,ZQAI,2016Q4,2016-12-31,0.0847,0.2267,0.0103,0.5384,22.46,1.61,11.62,0.0445
2017-02-04,ZQLH,2016Q4,2016-12-31,0.0965,0.5526,0.0281,0.3141,24.43,3.96,18.79,0.0409
2017-02-04,ZQPT,2016Q4,2016-12-31,0.0465,0.4049,0.0112,0.3029,37.59,2.32,23.19,0.0266
2017-05-05,AAPL,2017Q1,2017-03-31,0.4173,0.4184,0.0512,0.3147,15.19,11.93,15.9,0.0658
2017-05-05,AMT,2017Q1,2017-03-31,0.1539,0.7001,0.0306,0.7698,31.45,11.95,23.91,0.0318
2017-05-05,AMZN,2017Q1,2017-03-31,0.134,0.4211,0.029,0.5083,39.47,13.54,33.84,0.0253
2017-05-05,APD,2017Q1,2017-03-31,0.1667,0.293,0.0464,0.4312,21.75,4.72,17.7,0.046
2017-05-05,BAC,2017Q1,2017-03-31,0.0821,0.5209,0.0384,0.8934,14.02,1.19,12.91,0.0713
2017-05-05,CAT,2017Q1,2017-03-31,0.3192,0.3087,0.0571,0.6271,16.81,5.13,9.4,0.0595
2017-05-05,CVX,2017Q1,2017-03-31,0.0958,0.3719,0.0256,0.428,15.05,1.99,14.58,0.0665
2017-05-05,DUK,2017Q1,2017-03-31,0.0702,0.3061,0.0206,0.7053,23.98,1.72,13.96,0.0417
2017-05-05,ECL,2017Q1,2017-03-31,0.1895,0.4,0.0459,0.5148,22.85,7.46,19.18,0.0438
2017-05-05,GOOGL,2017Q1,2017-03-31,0.2299,0.5439,0.0388,0.1266,22.06,7.46,23.87,0.0453
2017-05-05,HD,2017Q1,2017-03-31,0.4114,0.3486,0.0703,0.6232,18.41,135.02,21.6,0.0543
2017-05-05,HON,2017Q1,2017-03-31,0.2429,0.3093,0.0544,0.4952,18.75,8.49,15.91,0.0533
2017-05-05,JNJ,2017Q1,2017-03-31,0.265,0.6738,0.0579,0.3914,20.94,7.0,16.34,0.0478
2017-05-05,JPM,2017Q1,2017-03-31,0.1445,0.5614,0.0384,0.9004,11.18,1.89,15.14,0.0895
2017-05-05,KO,2017Q1,2017-03-31,0.367,0.6069,0.0516,0.6223,23.74,8.61,17.23,0.0421
2017-05-05,LIN,2017Q1,2017-03-31,0.1356,0.4058,0.0534,0.4152,15.44,2.88,15.36,0.0648
2017-05-05,META,2017Q1,2017-03-31,0.2759,0.7771,0.0538,0.1123,21.71,8.32,19.42,0.0461
2017-05-05,MSFT,2017Q1,2017-03-31,0.445,0.6674,0.0433,0.294,21.41,7.95,17.9,0.0467
2017-05-05,NEE,2017Q1,2017-03-31,0.1206,0.3845,0.0179,0.6311,24.81,3.72,19.84,0.0403
2017-05-05,NVDA,2017Q1,2017-03-31,0.2849,0.6354,0.0283,0.1756,36.42,14.11,32.92,0.0275
2017-05-05,PG,2017Q1,2017-03-31,0.2402,0.5087,0.0541,0.4882,21.93,6.15,17.43,0.0456
2017-05-05,PLD,2017Q1,2017-03-31,0.0574,0.7959,0.0349,0.4085,31.95,2.97,25.16,0.0313
2017-05-05,UNH,2017Q1,2017-03-31,0.2454,0.2544,0.0528,0.3441,16.99,4.44,13.32,0.0588
2017-05-05,UPS,2017Q1,2017-03-31,0.5008,0.1993,0.0479,0.7405,15.43,38.49,15.4,0.0648
2017-05-05,V,2017Q1,2017-03-31,0.3481,0.796,0.0447,0.4163,29.38,11.86,28.99,0.034
2017-05-05,WMT,2017Q1,2017-03-31,0.1599,0.2509,0.0293,0.6243,23.9,6.45,18.06,0.0418
2017-05-05,XOM,2017Q1,2017-03-31,0.1303,0.2921,0.0427,0.455,15.21,1.92,11.97,0.0657
2017-05-05,ZQAI,2017Q1,2017-03-31,0.088,0.2203,0.0258,0.5837,20.76,1.63,11.78,0.0482
2017-05-05,ZQLH,2017Q1,2017-03-31,0.1025,0.5559,0.029,0.3295,27.28,3.75,17.82,0.0367
2017-05-05,ZQPT,2017Q1,2017-03-31,0.0412,0.3877,0.014,0.2954,39.65,2.57,25.74,0.0252
2017-08-04,AAPL,2017Q2,2017-06-30,0.5186,0.4082,0.0507,0.3012,16.63,11.34,15.11,0.0601
2017-08-04,AMT,2017Q2,2017-06-30,0.2029,0.6906,0.0255,0.7807,35.91,11.89,23.77,0.0278
2017-08-04,AMZN,2017Q2,2017-06-30,0.1234,0.4087,0.0354,0.558,55.57,14.42,36.05,0.018
2017-08-04,APD,2017Q2,2017-06-30,0.1964,0.3017,0.0474,0.471,18.47,5.32,19.94,0.0541
2017-08-04,BAC,2017Q2,2017-06-30,0.0843,0.501,0.0284,0.9197,12.7,1.34,14.47,0.0787
2017-08-04,CAT,2017Q2,2017-06-30,0.3462,0.2813,0.0555,0.6375,17.03,4.98,9.13,0.0587
2017-08-04,CVX,2017Q2,2017-06-30,0.1068,0.3179,0.0434,0.4081,17.51,2.17,15.89,0.0571
2017-08-04,DUK,2017Q2,2017-06-30,0.0702,0.3113,0.0195,0.6777,35.73,1.7,13.84,0.028
2017-08-04,ECL,2017Q2,2017-06-30,0.1889,0.3906,0.0459,0.5354,26.9,7.67,19.71,0.0372
2017-08-04,GOOGL,2017Q2,2017-06-30,0.212,0.5615,0.0376,0.0909,19.41,6.98,22.35,0.0515
2017-08-04,HD,2017Q2,2017-06-30,0.3519,0.3075,0.0547,0.699,21.52,136.15,21.78,0.0465
2017-08-04,HON,2017Q2,2017-06-30,0.2804,0.3088,0.0533,0.5096,23.98,8.28,15.52,0.0417
2017-08-04,JNJ,2017Q2,2017-06-30,0.2379,0.5996,0.05,0.4009,18.06,6.83,15.94,0.0554
2017-08-04,JPM,2017Q2,2017-06-30,0.1249,0.5462,0.0351,0.9067,10.54,1.91,15.26,0.0949
2017-08-04,KO,2017Q2,2017-06-30,0.3811,0.6078,0.05,0.6122,32.5,8.39,16.78,0.0308
2017-08-04,LIN,2017Q2,2017-06-30,0.1518,0.4392,0.0557,0.4486,19.56,2.72,14.48,0.0511
2017-08-04,META,2017Q2,2017-06-30,0.2373,0.7655,0.0525,0.0855,23.63,8.05,18.78,0.0423
2017-08-04,MSFT,2017Q2,2017-06-30,0.3466,0.7028,0.0348,0.3039,21.49,8.31,18.7,0.0465
2017-08-04,NEE,2017Q2,2017-06-30,0.1106,0.4064,0.0183,0.5889,25.37,3.78,20.14,0.0394
2017-08-04,NVDA,2017Q2,2017-06-30,0.2988,0.6086,0.0292,0.1969,31.95,13.36,31.17,0.0313
2017-08-04,PG,2017Q2,2017-06-30,0.2101,0.5272,0.0551,0.503,20.99,6.53,18.5,0.0476
2017-08-04,PLD,2017Q2,2017-06-30,0.0558,0.7835,0.0305,0.433,33.8,2.75,23.28,0.0296
2017-08-04,UNH,2017Q2,2017-06-30,0.2122,0.2621,0.0474,0.3664,15.12,4.75,14.26,0.0662
2017-08-04,UPS,2017Q2,2017-06-30,0.6094,0.2291,0.0592,0.7395,16.1,35.37,14.15,0.0621
2017-08-04,V,2017Q2,2017-06-30,0.3284,0.7937,0.054,0.4529,24.16,11.74,28.69,0.0414
2017-08-04,WMT,2017Q2,2017-06-30,0.2222,0.2215,0.0399,0.5781,22.83,6.03,16.89,0.0438
2017-08-04,XOM,2017Q2,2017-06-30,0.1086,0.3092,0.0504,0.447,15.03,1.99,12.42,0.0665
2017-08-04,ZQAI,2017Q2,2017-06-30,0.0943,0.2265,0.0197,0.5208,21.4,1.46,10.53,0.0467
2017-08-04,ZQLH,2017Q2,2017-06-30,0.0989,0.523,0.0309,0.3724,27.27,3.85,18.3,0.0367
2017-08-04,ZQPT,2017Q2,2017-06-30,0.0557,0.4152,0.0145,0.3141,47.3,2.36,23.62,0.0211
2017-11-04,AAPL,2017Q3,2017-09-30,0.4805,0.3836,0.0508,0.3522,17.85,11.63,15.51,0.056
2017-11-04,AMT,2017Q3,2017-09-30,0.1632,0.7431,0.0259,0.7544,34.18,11.38,22.75,0.0293
2017-11-04,AMZN,2017Q3,2017-09-30,0.1206,0.4414,0.0339,0.5708,48.92,15.74,39.35,0.0204
2017-11-04,APD,2017Q3,2017-09-30,0.1881,0.3021,0.0504,0.4677,18.81,6.05,22.67,0.0532
2017-11-04,BAC,2017Q3,2017-09-30,0.0977,0.4909,0.0192,0.9122,12.08,1.4,15.12,0.0828
2017-11-04,CAT,2017Q3,2017-09-30,0.312,0.3152,0.0508,0.6606,16.57,5.55,10.17,0.0604
2017-11-04,CVX,2017Q3,2017-09-30,0.0941,0.3404,0.0364,0.4469,15.63,2.25,16.49,0.064
2017-11-04,DUK,2017Q3,2017-09-30,0.0797,0.2968,0.0163,0.7427,24.47,1.72,13.95,0.0409
2017-11-04,ECL,2017Q3,2017-09-30,0.2069,0.4125,0.044,0.5214,23.03,7.27,18.68,0.0434
2017-11-04,GOOGL,2017Q3,2017-09-30,0.217,0.527,0.044,0.0598,26.69,7.35,23.53,0.0375
2017-11-04,HD,2017Q3,2017-09-30,0.482,0.3441,0.0542,0.6501,19.68,127.94,20.47,0.0508
2017-11-04,HON,2017Q3,2017-09-30,0.2764,0.3085,0.0452,0.6187,17.82,8.07,15.14,0.0561
2017-11-04,JNJ,2017Q3,2017-09-30,0.2907,0.6672,0.0581,0.4319,20.04,6.75,15.75,0.0499
2017-11-04,JPM,2017Q3,2017-09-30,0.1219,0.5126,0.0295,0.9285,11.4,2.09,16.72,0.0878
2017-11-04,KO,2017Q3,2017-09-30,0.4066,0.6001,0.0549,0.6519,28.64,8.34,16.67,0.0349
2017-11-04,LIN,2017Q3,2017-09-30,0.1249,0.4331,0.0513,0.4456,20.95,2.6,13.85,0.0477
2017-11-04,META,2017Q3,2017-09-30,0.2326,0.789,0.049,0.1176,23.87,8.69,20.27,0.0419
2017-11-04,MSFT,2017Q3,2017-09-30,0.4392,0.7561,0.0439,0.3026,22.6,9.53,21.44,0.0442
2017-11-04,NEE,2017Q3,2017-09-30,0.1,0.4209,0.0247,0.653,29.19,3.82,20.37,0.0343
2017-11-04,NVDA,2017Q3,2017-09-30,0.3845,0.6002,0.0338,0.2209,39.84,11.79,27.5,0.0251
2017-11-04,PG,2017Q3,2017-09-30,0.2627,0.5147,0.0519,0.4933,26.39,6.5,18.42,0.0379
2017-11-04,PLD,2017Q3,2017-09-30,0.0794,0.7807,0.0335,0.4417,40.27,2.59,21.94,0.0248
2017-11-04,UNH,2017Q3,2017-09-30,0.2167,0.2231,0.0514,0.3421,21.51,4.77,14.31,0.0465
2017-11-04,UPS,2017Q3,2017-09-30,0.5468,0.2098,0.0558,0.7092,15.15,35.53,14.21,0.066
2017-11-04,V,2017Q3,2017-09-30,0.3646,0.8088,0.0496,0.3611,24.14,12.74,31.14,0.0414
2017-11-04,WMT,2017Q3,2017-09-30,0.1808,0.2594,0.0368,0.6265,20.15,6.25,17.5,0.0496
2017-11-04,XOM,2017Q3,2017-09-30,0.1279,0.2722,0.0361,0.4682,15.31,2.03,12.68,0.0653
2017-11-04,ZQAI,2017Q3,2017-09-30,0.0941,0.2421,0.017,0.5735,18.19,1.34,9.71,0.055
2017-11-04,ZQLH,2017Q3,2017-09-30,0.1022,0.5746,0.0308,0.3809,23.79,4.13,19.6,0.042
2017-11-04,ZQPT,2017Q3,2017-09-30,0.054,0.4098,0.014,0.3305,36.77,2.89,28.87,0.0272
2018-02-04,AAPL,2017Q4,2017-12-31,0.5186,0.3979,0.0429,0.3134,20.35,11.26,15.01,0.0491
2018-02-04,AMT,2017Q4,2017-12-31,0.179,0.7216,0.0294,0.7424,40.75,11.45,22.9,0.0245
2018-02-04,AMZN,2017Q4,2017-12-31,0.1094,0.4184,0.0239,0.5412,43.49,17.23,43.07,0.023
2018-02-04,APD,2017Q4,2017-12-31,0.1768,0.329,0.0457,0.4295,23.03,5.98,22.41,0.0434
2018-02-04,BAC,2017Q4,2017-12-31,0.0875,0.4665,0.0299,0.8797,12.3,1.4,15.15,0.0813
2018-02-04,CAT,2017Q4,2017-12-31,0.3068,0.3518,0.0602,0.6753,17.62,5.02,9.21,0.0568
2018-02-04,CVX,2017Q4,2017-12-31,0.1166,0.3229,0.0498,0.3743,13.73,2.16,15.83,0.0728
2018-02-04,DUK,2017Q4,2017-12-31,0.0741,0.2716,0.0213,0.6687,22.53,1.76,14.28,0.0444
2018-02-04,ECL,2017Q4,2017-12-31,0.1639,0.3973,0.0405,0.4804,24.95,6.54,16.83,0.0401
2018-02-04,GOOGL,2017Q4,2017-12-31,0.1858,0.5145,0.0415,0.108,21.01,8.07,25.82,0.0476
2018-02-04,HD,2017Q4,2017-12-31,0.4638,0.3305,0.0618,0.6433,18.79,136.11,21.78,0.0532
2018-02-04,HON,2017Q4,2017-12-31,0.2535,0.354,0.0564,0.5256,17.79,8.28,15.52,0.0562
2018-02-04,JNJ,2017Q4,2017-12-31,0.2725,0.664,0.0612,0.4249,19.83,6.88,16.05,0.0504
2018-02-04,JPM,2017Q4,2017-12-31,0.1111,0.57,0.0395,0.9065,10.46,2.44,19.51,0.0956
2018-02-04,KO,2017Q4,2017-12-31,0.4199,0.6268,0.0488,0.6641,24.2,8.33,16.66,0.0413
2018-02-04,LIN,2017Q4,2017-12-31,0.1401,0.4021,0.0516,0.4484,19.51,2.56,13.64,0.0512
2018-02-04,META,2017Q4,2017-12-31,0.3009,0.7769,0.0538,0.1054,24.72,9.14,21.32,0.0405
2018-02-04,MSFT,2017Q4,2017-12-31,0.4321,0.6899,0.0386,0.283,25.43,9.92,22.31,0.0393
2018-02-04,NEE,2017Q4,2017-12-31,0.1059,0.3992,0.0178,0.5767,22.2,3.87,20.65,0.045
2018-02-04,NVDA,2017Q4,2017-12-31,0.2998,0.6159,0.0315,0.1751,55.68,9.91,23.12,0.018
2018-02-04,PG,2017Q4,2017-12-31,0.2555,0.5021,0.065,0.5274,22.34,6.4,18.14,0.0448
2018-02-04,PLD,2017Q4,2017-12-31,0.0623,0.8484,0.025,0.3985,38.39,3.06,25.88,0.0261
2018-02-04,UNH,2017Q4,2017-12-31,0.2534,0.2296,0.0476,0.3272,17.1,4.64,13.93,0.0585
2018-02-04,UPS,2017Q4,2017-12-31,0.5595,0.234,0.0569,0.7081,17.74,37.29,14.92,0.0564
2018-02-04,V,2017Q4,2017-12-31,0.3049,0.7513,0.0521,0.4158,22.8,12.14,29.67,0.0439
2018-02-04,WMT,2017Q4,2017-12-31,0.247,0.2423,0.0306,0.5539,25.24,6.65,18.61,0.0396
2018-02-04,XOM,2017Q4,2017-12-31,0.1165,0.2959,0.0316,0.4028,13.12,2.08,13.01,0.0762
2018-02-04,ZQAI,2017Q4,2017-12-31,0.0907,0.2025,0.0195,0.5232,20.91,1.55,11.2,0.0478
2018-02-04,ZQLH,2017Q4,2017-12-31,0.0999,0.5612,0.0268,0.3286,25.66,4.45,21.13,0.039
2018-02-04,ZQPT,2017Q4,2017-12-31,0.0425,0.3949,0.0039,0.2868,93.76,3.47,34.73,0.0107
2018-05-05,AAPL,2018Q1,2018-03-31,0.446,0.4587,0.044,0.3719,20.85,10.82,14.43,0.048
2018-05-05,AMT,2018Q1,2018-03-31,0.2248,0.6974,0.0382,0.743,49.29,10.76,21.52,0.0203
2018-05-05,AMZN,2018Q1,2018-03-31,0.1362,0.4137,0.038,0.5731,56.97,16.21,40.52,0.0176
2018-05-05,APD,2018Q1,2018-03-31,0.1603,0.3484,0.046,0.4728,19.4,6.29,23.58,0.0515
2018-05-05,BAC,2018Q1,2018-03-31,0.1028,0.5385,0.0383,0.8375,13.56,1.48,16.05,0.0738
2018-05-05,CAT,2018Q1,2018-03-31,0.3813,0.3379,0.0593,0.6807,15.15,5.08,9.32,0.066
2018-05-05,CVX,2018Q1,2018-03-31,0.0954,0.3469,0.0457,0.4383,19.3,2.02,14.78,0.0518
2018-05-05,DUK,2018Q1,2018-03-31,0.0756,0.2852,0.0221,0.6752,22.28,1.67,13.57,0.0449
2018-05-05,ECL,2018Q1,2018-03-31,0.1521,0.4175,0.0399,0.5519,34.37,7.0,18.0,0.0291
2018-05-05,GOOGL,2018Q1,2018-03-31,0.206,0.5368,0.0451,0.126,28.98,7.39,23.66,0.0345
2018-05-05,HD,2018Q1,2018-03-31,0.4451,0.3077,0.0568,0.6567,18.1,136.64,21.86,0.0553
2018-05-05,HON,2018Q1,2018-03-31,0.2766,0.3196,0.0549,0.5643,22.39,8.42,15.79,0.0447
2018-05-05,JNJ,2018Q1,2018-03-31,0.2979,0.6938,0.0713,0.3903,19.34,6.59,15.37,0.0517
2018-05-05,JPM,2018Q1,2018-03-31,0.1392,0.5724,0.0415,0.8785,12.91,2.57,20.54,0.0774
2018-05-05,KO,2018Q1,2018-03-31,0.4265,0.5753,0.0504,0.6465,24.74,8.54,17.09,0.0404
2018-05-05,LIN,2018Q1,2018-03-31,0.1466,0.4206,0.0514,0.3761,20.8,2.74,14.63,0.0481
2018-05-05,META,2018Q1,2018-03-31,0.2313,0.7942,0.0497,0.1812,23.7,8.62,20.12,0.0422
2018-05-05,MSFT,2018Q1,2018-03-31,0.4105,0.6787,0.0367,0.3303,21.61,10.46,23.53,0.0463
2018-05-05,NEE,2018Q1,2018-03-31,0.1046,0.4346,0.0251,0.5599,34.84,3.78,20.14,0.0287
2018-05-05,NVDA,2018Q1,2018-03-31,0.3441,0.6067,0.0301,0.2037,39.15,9.44,22.02,0.0255
2018-05-05,PG,2018Q1,2018-03-31,0.22,0.4988,0.0362,0.4881,23.87,6.4,18.14,0.0419
2018-05-05,PLD,2018Q1,2018-03-31,0.0639,0.8183,0.0369,0.4338,31.5,3.18,26.94,0.0317
2018-05-05,UNH,2018Q1,2018-03-31,0.2368,0.2379,0.0453,0.4072,16.7,5.32,15.97,0.0599
2018-05-05,UPS,2018Q1,2018-03-31,0.4883,0.1904,0.0577,0.6878,14.93,42.01,16.8,0.067
2018-05-05,V,2018Q1,2018-03-31,0.3413,0.8161,0.0457,0.3961,30.13,12.56,30.71,0.0332
2018-05-05,WMT,2018Q1,2018-03-31,0.2015,0.2223,0.0434,0.5592,27.08,6.22,17.4,0.0369
2018-05-05,XOM,2018Q1,2018-03-31,0.1179,0.3408,0.0255,0.4927,16.6,2.05,12.79,0.0602
2018-05-05,ZQAI,2018Q1,2018-03-31,0.1053,0.242,0.0227,0.59,19.41,1.61,11.65,0.0515
2018-05-05,ZQLH,2018Q1,2018-03-31,0.1104,0.5734,0.0295,0.3346,20.92,4.69,22.28,0.0478
2018-05-05,ZQPT,2018Q1,2018-03-31,0.05,0.4241,0.0133,0.3723,62.72,3.01,30.06,0.0159
2018-08-04,AAPL,2018Q2,2018-06-30,0.4818,0.4174,0.0489,0.2934,18.29,11.49,15.32,0.0547
2018-08-04,AMT,2018Q2,2018-06-30,0.1484,0.673,0.0325,0.7825,44.06,11.38,22.77,0.0227
2018-08-04,AMZN,2018Q2,2018-06-30,0.1189,0.4309,0.0401,0.555,49.28,15.98,39.96,0.0203
2018-08-04,APD,2018Q2,2018-06-30,0.1618,0.327,0.0515,0.489,21.08,6.29,23.59,0.0474
2018-08-04,BAC,2018Q2,2018-06-30,0.1293,0.5549,0.0235,0.95,13.06,1.59,17.21,0.0766
2018-08-04,CAT,2018Q2,2018-06-30,0.372,0.3147,0.0494,0.685,21.29,5.23,9.59,0.047
2018-08-04,CVX,2018Q2,2018-06-30,0.1159,0.3479,0.0387,0.413,15.55,2.04,14.96,0.0643
2018-08-04,DUK,2018Q2,2018-06-30,0.0853,0.2609,0.0214,0.6897,25.36,1.69,13.73,0.0394
2018-08-04,ECL,2018Q2,2018-06-30,0.1621,0.411,0.0323,0.4818,27.63,7.08,18.21,0.0362
2018-08-04,GOOGL,2018Q2,2018-06-30,0.2512,0.5429,0.0386,0.0941,17.5,7.21,23.06,0.0572
2018-08-04,HD,2018Q2,2018-06-30,0.4978,0.2921,0.0592,0.6743,20.63,138.04,22.09,0.0485
2018-08-04,HON,2018Q2,2018-06-30,0.2661,0.3103,0.0428,0.5484,23.28,9.07,17.0,0.0429
2018-08-04,JNJ,2018Q2,2018-06-30,0.2457,0.66,0.0558,0.3927,16.58,6.58,15.35,0.0603
2018-08-04,JPM,2018Q2,2018-06-30,0.1155,0.5587,0.0432,0.8603,11.88,2.46,19.67,0.0842
2018-08-04,KO,2018Q2,2018-06-30,0.4374,0.603,0.0463,0.6095,25.44,8.36,16.71,0.0393
2018-08-04,LIN,2018Q2,2018-06-30,0.1455,0.4502,0.0532,0.3798,22.85,2.9,15.45,0.0438
2018-08-04,META,2018Q2,2018-06-30,0.1929,0.8073,0.0449,0.1136,19.73,10.24,23.9,0.0507
2018-08-04,MSFT,2018Q2,2018-06-30,0.3727,0.7105,0.0452,0.2682,23.54,9.54,21.46,0.0425
2018-08-04,NEE,2018Q2,2018-06-30,0.1019,0.4093,0.02,0.6058,27.33,3.64,19.41,0.0366
2018-08-04,NVDA,2018Q2,2018-06-30,0.2403,0.6012,0.0273,0.1855,29.92,10.52,24.55,0.0334
2018-08-04,PG,2018Q2,2018-06-30,0.215,0.4737,0.0377,0.4958,20.11,6.57,18.61,0.0497
2018-08-04,PLD,2018Q2,2018-06-30,0.08,0.8095,0.0276,0.4441,37.6,3.29,27.81,0.0266
2018-08-04,UNH,2018Q2,2018-06-30,0.2253,0.2596,0.0514,0.3549,18.38,5.22,15.66,0.0544
2018-08-04,UPS,2018Q2,2018-06-30,0.5311,0.1709,0.062,0.6716,15.37,42.5,17.0,0.0651
2018-08-04,V,2018Q2,2018-06-30,0.2673,0.8068,0.0477,0.3969,23.6,12.93,31.62,0.0424
2018-08-04,WMT,2018Q2,2018-06-30,0.2169,0.2691,0.0454,0.6371,27.07,6.26,17.52,0.0369
2018-08-04,XOM,2018Q2,2018-06-30,0.1489,0.3343,0.0423,0.4469,13.9,1.93,12.07,0.072
2018-08-04,ZQAI,2018Q2,2018-06-30,0.0778,0.2391,0.0197,0.6033,17.76,1.76,12.69,0.0563
2018-08-04,ZQLH,2018Q2,2018-06-30,0.1095,0.5264,0.0267,0.3274,27.87,4.91,23.32,0.0359
2018-08-04,ZQPT,2018Q2,2018-06-30,0.0333,0.3779,0.0081,0.274,35.27,2.76,27.58,0.0284
2018-11-04,AAPL,2018Q3,2018-09-30,0.4744,0.4069,0.051,0.2626,17.83,11.75,15.66,0.0561
2018-11-04,AMT,2018Q3,2018-09-30,0.1919,0.6908,0.0323,0.6859,44.73,11.78,23.57,0.0224
2018-11-04,AMZN,2018Q3,2018-09-30,0.121,0.4401,0.0316,0.5659,46.46,15.38,38.44,0.0215
2018-11-04,APD,2018Q3,2018-09-30,0.176,0.32,0.0419,0.4264,18.72,6.29,23.59,0.0534
2018-11-04,BAC,2018Q3,2018-09-30,0.0969,0.5465,0.0278,0.9034,13.07,1.64,17.79,0.0765
2018-11-04,CAT,2018Q3,2018-09-30,0.3901,0.3298,0.0609,0.646,14.63,5.5,10.09,0.0684
2018-11-04,CVX,2018Q3,2018-09-30,0.1014,0.345,0.0397,0.3945,15.92,2.09,15.32,0.0628
